"TIME","GEO","INDIC_ED","UNIT","Value","Flag and Footnotes"
"2010","Euro area (15 countries)","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","96,091.8","e"
"2010","Euro area (15 countries)","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","204,082.8","e"
"2010","Euro area (15 countries)","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","111,240.3","e"
"2010","Euro area (13 countries)","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","456,008.2","e"
"2010","Euro area (13 countries)","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","95,522.3","e"
"2010","Euro area (13 countries)","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","203,187.3","e"
"2010","Euro area (13 countries)","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","110,692.4","e"
"2010","Belgium","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","21,074.5","d"
"2010","Belgium","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","4,956.0","d"
"2010","Belgium","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","8,957.7","d"
"2010","Belgium","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","4,671.9","d"
"2010","Bulgaria","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","3,328.1",""
"2010","Bulgaria","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","651.9",""
"2010","Bulgaria","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","1,433.6",""
"2010","Bulgaria","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","492.8",""
"2010","Czech Republic","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","8,709.1",""
"2010","Czech Republic","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","1,408.8",""
"2010","Czech Republic","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","4,049.0",""
"2010","Czech Republic","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","1,962.5",""
"2010","Denmark","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","15,240.4","d"
"2010","Denmark","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","3,609.5","d"
"2010","Denmark","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","5,260.8","d"
"2010","Denmark","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","4,165.0","d"
"2010","Germany (until 1990 former territory of the FRG)","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","121,365.3",""
"2010","Germany (until 1990 former territory of the FRG)","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","16,363.7",""
"2010","Germany (until 1990 former territory of the FRG)","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","58,875.3",""
"2010","Germany (until 1990 former territory of the FRG)","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","32,965.8",""
"2010","Estonia","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","1,183.9",""
"2010","Estonia","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","291.0",""
"2010","Estonia","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","537.1",""
"2010","Estonia","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","257.4",""
"2010","Ireland","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","9,147.6",""
"2010","Ireland","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","3,233.2",""
"2010","Ireland","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","3,738.2",""
"2010","Ireland","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","2,032.7",""
"2010","Greece","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards",":",""
"2010","Greece","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards",":",""
"2010","Greece","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards",":",""
"2010","Greece","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards",":",""
"2010","Spain","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","55,368.0",""
"2010","Spain","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","14,143.6",""
"2010","Spain","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","20,470.1",""
"2010","Spain","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","12,974.5",""
"2010","France","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","101,071.4",""
"2010","France","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","20,616.7",""
"2010","France","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","45,891.6",""
"2010","France","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","22,870.8",""
"2010","Croatia","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","2,717.0",""
"2010","Croatia","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","1,188.5","d"
"2010","Croatia","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","615.2","d"
"2010","Croatia","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","497.6","d"
"2010","Italy","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","67,263.3",""
"2010","Italy","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","16,801.0",""
"2010","Italy","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","31,109.5",""
"2010","Italy","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","12,621.3",""
"2010","Cyprus","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","1,552.3","d"
"2010","Cyprus","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","443.3",""
"2010","Cyprus","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","615.0","d"
"2010","Cyprus","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","415.0","d"
"2010","Latvia","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","1,401.9",""
"2010","Latvia","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","399.4",""
"2010","Latvia","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","544.0",""
"2010","Latvia","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","222.7",""
"2010","Lithuania","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","2,486.0",""
"2010","Lithuania","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","415.5",""
"2010","Lithuania","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","1,163.3",""
"2010","Lithuania","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","585.7",""
"2010","Luxembourg","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards",":",""
"2010","Luxembourg","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","559.3",""
"2010","Luxembourg","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","555.3",""
"2010","Luxembourg","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards",":",""
"2010","Hungary","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","7,890.6",""
"2010","Hungary","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","1,407.8",""
"2010","Hungary","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","3,336.6",""
"2010","Hungary","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","1,586.9",""
"2010","Malta","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","590.7",""
"2010","Malta","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","127.9",""
"2010","Malta","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","284.5",""
"2010","Malta","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","134.8",""
"2010","Netherlands","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","31,782.7",""
"2010","Netherlands","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","7,726.5",""
"2010","Netherlands","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","12,955.3",""
"2010","Netherlands","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","8,914.6",""
"2010","Austria","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","15,283.8",""
"2010","Austria","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","2,618.5",""
"2010","Austria","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","6,851.0",""
"2010","Austria","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","4,235.8",""
"2010","Poland","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","30,686.2",""
"2010","Poland","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","9,523.0",""
"2010","Poland","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","11,095.9",""
"2010","Poland","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","6,988.6",""
"2010","Portugal","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","11,727.5","d"
"2010","Portugal","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","3,163.1","d"
"2010","Portugal","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","5,161.7","d"
"2010","Portugal","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","2,363.6","d"
"2010","Romania","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","8,846.2",""
"2010","Romania","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","1,451.5",""
"2010","Romania","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","3,214.9",""
"2010","Romania","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","2,518.9",""
"2010","Slovenia","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","2,397.1",""
"2010","Slovenia","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","683.8",""
"2010","Slovenia","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","888.9",""
"2010","Slovenia","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","576.4",""
"2010","Slovakia","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","4,156.9",""
"2010","Slovakia","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","858.5",""
"2010","Slovakia","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","1,951.2","d"
"2010","Slovakia","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","815.8","d"
"2010","Finland","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","10,243.6",""
"2010","Finland","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","2,039.2",""
"2010","Finland","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","4,348.1",""
"2010","Finland","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","3,262.3",""
"2010","Sweden","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","19,758.6",""
"2010","Sweden","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","4,798.7",""
"2010","Sweden","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","7,215.2",""
"2010","Sweden","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","5,734.3",""
"2010","United Kingdom","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","97,363.0",""
"2010","United Kingdom","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","29,298.8",""
"2010","United Kingdom","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","47,043.9",""
"2010","United Kingdom","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","15,962.4",""
"2010","Iceland","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","675.1",""
"2010","Iceland","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","218.6",""
"2010","Iceland","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","210.3",""
"2010","Iceland","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","144.9",""
"2010","Liechtenstein","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","72.0",""
"2010","Liechtenstein","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","32.2",""
"2010","Liechtenstein","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","31.0",""
"2010","Liechtenstein","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards",":",""
"2010","Norway","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","14,789.3",""
"2010","Norway","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","3,943.8",""
"2010","Norway","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","5,225.2",""
"2010","Norway","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","4,381.5",""
"2010","Switzerland","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","15,334.1",""
"2010","Switzerland","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","4,288.9",""
"2010","Switzerland","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","6,328.3",""
"2010","Switzerland","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","3,880.6",""
"2010","Former Yugoslav Republic of Macedonia, the","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards",":",""
"2010","Former Yugoslav Republic of Macedonia, the","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards",":",""
"2010","Former Yugoslav Republic of Macedonia, the","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards",":",""
"2010","Former Yugoslav Republic of Macedonia, the","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards",":",""
"2010","Turkey","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards",":",""
"2010","Turkey","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","15,185.9",""
"2010","Turkey","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","7,239.7",""
"2010","Turkey","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards",":",""
"2010","United States","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","595,812.4","d"
"2010","United States","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","193,171.8",""
"2010","United States","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","211,013.7","d"
"2010","United States","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","152,843.1",""
"2010","Japan","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","124,516.8",""
"2010","Japan","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","42,474.0",""
"2010","Japan","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","47,619.4","d"
"2010","Japan","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","24,241.8","d"
"2011","European Union (28 countries)","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","663,029.3","e"
"2011","European Union (28 countries)","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","150,910.7","e"
"2011","European Union (28 countries)","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","282,722.7","e"
"2011","European Union (28 countries)","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","160,329.2","e"
"2011","European Union (27 countries)","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","660,293.4","e"
"2011","European Union (27 countries)","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","149,770.1","e"
"2011","European Union (27 countries)","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","282,160.7","e"
"2011","European Union (27 countries)","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","159,723.0","e"
"2011","European Union (25 countries)","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","649,044.3","e"
"2011","European Union (25 countries)","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","147,904.0","e"
"2011","European Union (25 countries)","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","278,023.1","e"
"2011","European Union (25 countries)","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","156,960.0","e"
"2011","Euro area (18 countries)","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","467,151.5","e"
"2011","Euro area (18 countries)","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","97,172.6","e"
"2011","Euro area (18 countries)","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","205,952.6","e"
"2011","Euro area (18 countries)","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","115,436.6","e"
"2011","Euro area (17 countries)","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","465,617.5","e"
"2011","Euro area (17 countries)","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","96,748.8","e"
"2011","Euro area (17 countries)","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","205,411.0","e"
"2011","Euro area (17 countries)","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","115,122.6","e"
"2011","Euro area (15 countries)","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","460,277.2","e"
"2011","Euro area (15 countries)","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","95,666.9","e"
"2011","Euro area (15 countries)","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","203,061.3","e"
"2011","Euro area (15 countries)","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","113,853.9","e"
"2011","Euro area (13 countries)","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","457,985.7","e"
"2011","Euro area (13 countries)","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","95,107.2","e"
"2011","Euro area (13 countries)","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","201,970.6","e"
"2011","Euro area (13 countries)","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","113,332.3","e"
"2011","Belgium","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","21,681.7","d"
"2011","Belgium","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","5,060.1","d"
"2011","Belgium","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","9,279.3","d"
"2011","Belgium","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","4,769.4","d"
"2011","Bulgaria","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","3,278.5",""
"2011","Bulgaria","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","606.5",""
"2011","Bulgaria","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","1,363.6",""
"2011","Bulgaria","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","556.6",""
"2011","Czech Republic","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","9,530.3",""
"2011","Czech Republic","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","1,533.3",""
"2011","Czech Republic","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","4,147.4",""
"2011","Czech Republic","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","2,458.1",""
"2011","Denmark","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","15,329.5","d"
"2011","Denmark","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","3,311.2","d"
"2011","Denmark","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","4,921.1","d"
"2011","Denmark","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","4,277.6","d"
"2011","Germany (until 1990 former territory of the FRG)","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","125,557.4",""
"2011","Germany (until 1990 former territory of the FRG)","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","16,587.4",""
"2011","Germany (until 1990 former territory of the FRG)","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","59,652.8",""
"2011","Germany (until 1990 former territory of the FRG)","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","35,316.8",""
"2011","Estonia","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","1,200.3",""
"2011","Estonia","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","293.4",""
"2011","Estonia","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","503.9",""
"2011","Estonia","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","301.1",""
"2011","Ireland","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","9,196.1",""
"2011","Ireland","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","3,284.7",""
"2011","Ireland","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","3,759.0",""
"2011","Ireland","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","1,998.1",""
"2011","Greece","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards",":",""
"2011","Greece","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards",":",""
"2011","Greece","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards",":",""
"2011","Greece","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards",":",""
"2011","Spain","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","53,774.5",""
"2011","Spain","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","13,684.4",""
"2011","Spain","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","19,925.3",""
"2011","Spain","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","12,590.9",""
"2011","France","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","101,159.5",""
"2011","France","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","20,962.8",""
"2011","France","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","45,291.8",""
"2011","France","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","23,053.5",""
